"code
";PrUfungsstellename ;Bundesland;PLZ;Ort;Strasse
10561;VHS St. Ingbert;Saarland;66386;St. Ingbert;Rathaus, Am Markt
560;WIAF gGmbH;Saarland;66606;St. Wendel;Welvertstra§e
1316;Berlitz Deutschland GmbH;Sachsen;1067;Dresden;Webergasse
1303;Berlitz Deutschland GmbH;Sachsen;4109;Leipzig;Petersstra§e
1919;CFN gGmbH;Sachsen;9111;Chemnitz;Annaberger Stra§e
1920;CFN gGmbH;Sachsen;4109;Leipzig;Markgrafenstra§e
1456;ciT-Consalting Innovation Training Zwickau GmbH;Sachsen;8058;Zwickau;Leipziger Stra§e
10606;Community of Practice e. V.;Sachsen;4177;Leipzig;Angerstra§e
1079;damago GmbH;Sachsen;4103;Leipzig;SchUtzenstra§e
3099;Deutsche Angestellte Akademie GmbH;Sachsen;4315;Leipzig;Torgauer Platz
5041;Deutsches Erwachsenen-Bildungswerk gGmbH;Sachsen;8525;Plauen;Morgenbergstra§e
4600;difo GmbH;Sachsen;1099;Dresden;KšnigsbrUcker Stra§e
7520;Euro-Schulen Chemnitz/Mittelsachsen;Sachsen;9111;Chemnitz;BrUckenstra§e
10579;Euro-Schulen GmbH Dresden-Mei§en;Sachsen;1069;Dresden;Wiener Platz
10871;Euro-Schulen Gšrlitz Zittau;Sachsen;2826;Gšrlitz;Stra§burg-Passage
10748;Euro-Schulen Leipzig GmbH;Sachsen;4103;Leipzig;Rosa-Luxemburg-Stra§e
9604;Euro-Schulen West-Sachsen GmbH;Sachsen;8056;Zwickau;Max-Pechstein-Stra§e
9668;Euro-Schulen West-Sachsen GmbH, Hohenstein-Ernstthal;Sachsen;9337;Hohenstein-Ernstthal;Antonstra§e
9203;F + U Sachsen gGmbH;Sachsen;8056;Zwickau;Alte Reichenbacher Stra§e
2960;FremdSprachenSchule for everyone GmbH;Sachsen;1097;Dresden;Leipziger Stra§e
2819;inlingua Chemnitz M. Roelandt-Toschev;Sachsen;9112;Chemnitz;Barbarossastra§e
1621;inlingua Sprachschule Dresden GmbH;Sachsen;1187;Dresden;Nossener BrUcke
2800;Internationaler Bund - IB Mitte gGmbH fUr Bildung und soziale Dienste;Sachsen;2625;Bautzen;Frederic-Joliot-Curie-Stra§e
10603;Kreisvolkshochschule Bautzen;Sachsen;2625;Bautzen;Postplatz
1338;language coach institute-CŠcilia Thiessen;Sachsen;4103;Leipzig;Bauhofstra§e
1198;LBW Aus-und Fortbildungsgesellschaft mbH;Sachsen;4318;Leipzig;Torgauer Stra§e
1921;LOESERnet.com GmbH;Sachsen;2625;Bautzen;Niederkainaer Stra§e
1922;LOESERnet.com GmbH;Sachsen;1159;Dresden;Mohorner Stra§e
1758;SBH Nordost GmbH ;Sachsen;9120;Chemnitz;Treffurthstra§e
1761;SBH Nordost GmbH ;Sachsen;9599;Freiberg;Burgstra§e
1867;VHS Vogtland, Fšrdergesellschaft fUr berufliche Bildung Plauen-Vogtland e.V.;Sachsen;8527;Plauen;Stresemannstra§e
2019;VHS Volkshochschule SŠchsische Schweiz-Osterzgebirge e.V.;Sachsen;1796;Pirna;Geschwister-Scholl-Str.
10918;Violetta Schlemmer - Doceo-Sprachschule;Sachsen;8066;Zwickau;Talstr.
7501;Volkshochschule Chemnitz;Sachsen;9111;Chemnitz;Moritzstra§e
1903;Volkshochschule Dresden e. V.;Sachsen;1067;Dresden;Annenstra§e
1098;Volkshochschule Gšrlitz e.V.;Sachsen;2826;Gšrlitz;Langenstr.
10613;Volkshochschule im Landkreis Mei§en e. V.;Sachsen;1445;Radebeul;Sidonienstra§e
10743;Volkshochschule Landkreis Leipzig;Sachsen;4552;Borna;Jahnstra§e
10738;Volkshochschule Nordsachsen;Sachsen;4838;Eilenburg;Dr.-KUlz-Ring
1296;Wolpert Schulungszentrum-Inlingua Sprachschule Leipzig GmbH;Sachsen;4103;Leipzig;Gutenbergplatz
3239;zu Hause e.V., Verein zur gesellschaftlichen Integration von Zuwanderern;Sachsen;4107;Leipzig;Hohe Str.
2800;Internationaler Bund - IB Mitte gGmbH fUr Bildung und soziale Dienste;Sachsen;9116;Chemnitz;Flemmingstra§e
21060;KOMPASS Kompetenzen passgenau vermitteln;Sachsen;9113;Chemnitz;Salzstra§e
20860;Die Sprachwerkstatt, privates Institut fUr Kommunikation, Wirtschaft und Sprache GmbH;Sachsen;1127;Dresden;Gro§enhainer Stra§e
2459;Bildungswerk der SŠchsischen Wirtschaft gGmbH (bws);Sachsen;1156;Dresden;Rudolf-Walther-Str.
21090;"
Z&P Schulung GmbH";Sachsen;4103;Leipzig;Rabensteinplatz
791;AFU Privates Bildungsinstitut GmbH;Sachsen-Anhalt;38820;Halberstadt;Rudolf-Diesel-Str.
770;Alpha-Sprachschule GmbH;Sachsen-Anhalt;6108;Halle;Steinbockgasse
836;BTH Bildungs-, Technologie- und Handelsgesellschaft mbH;Sachsen-Anhalt;6295;Lutherstadt Eisleben;Seminarstr.
10840;Zukunftswerkstatt Mitteldeutschland GmbH;Sachsen-Anhalt;6217;Merseburg;Geusaer Str.
751;CFN gGmbH;Sachsen-Anhalt;6116;Halle;Fiete-Schulze-Str.
10799;DAA - Deutsche Angestellten Akademie GmbH;Sachsen-Anhalt;38820;Halberstadt;Rudolf-Diesel-Stra§e
1016;DEKRA  Akademie GmbH;Sachsen-Anhalt;39110;Magdeburg;Beimsstr.
835;Deutsche Angestellten Akademie  GmbH;Sachsen-Anhalt;6526;Sangerhausen;Walter-Rathenau-Str.
766;Deutsche Angestellten-Akademie GmbH (DAA Halle);Sachsen-Anhalt;6130;Halle;Merseburger Str.
1023;EuropŠisches Bildungswerk fUr Beruf und Gesellschaft gGmbH;Sachsen-Anhalt;39108;Magdeburg;Maxim-Gorki-Str.
10904;Euro-Schulen Bitterfeld-Wolfen;Sachsen-Anhalt;6803;Bitterfeld-Wolfen;Wasserturmstra§e
866;Euro-Schulen Sachsen-Anhalt GmbH;Sachsen-Anhalt;39112;Magdeburg;Am Fuchsberg
9532;Euro-Schulen Sachsen-Anhalt SUd GmbH;Sachsen-Anhalt;6110;Halle;Merseburger Str. 
841;Fortbildungsakademie der Wirtschaft gGmbH;Sachsen-Anhalt;6847;Dessau-Ro§lau;"
Junkersstr."
942;inlingua Sprachschule Private Handelsschule Stendal Inhaberin M. Bleuel e.K.;Sachsen-Anhalt;39576;Stendal;Hallstra§e
869;Kreisvolkshochschule Bšrde;Sachsen-Anhalt;39340;Haldensleben;Warmsdorfer Str.
8741;Kreisvolkshochschule des Altmarkkreises Salzwedel;Sachsen-Anhalt;29410;Salzwedel;Karl-Marx-Stra§e
868;Landeshauptstadt Magdeburg, StŠdtische Volkshochschule;Sachsen-Anhalt;39104;Magdeburg;Leibnizstr.
1123;Landesverband der Volkshochschulen Sachsen-Anhalt e.V.;Sachsen-Anhalt;6449;Aschersleben;Augustapromenade
870;Nestor Bildungsinstitut GmbH;Sachsen-Anhalt;39104;Magdeburg;Hegelstr.
786;T†V Rheinland Akademie GmbH;Sachsen-Anhalt;39104;Magdeburg;Otto-von-Guericke-Str.
1020;Volkshochschule Burgenlandkreis;Sachsen-Anhalt;6712;Zeitz;Domherrenstr.
1021;Volkshochschule Burgenlandkreis;Sachsen-Anhalt;6618;Naumburg;Seminarstr.
1022;Volkshochschule Burgenlandkreis;Sachsen-Anhalt;6667;Wei§enfels;Promenade
781;WBS TRAINING AG;Sachsen-Anhalt;6110;Halle;Willy-Brandt-Stra§e
874;Wirtschaftsakademie Dr. R. Rahn & Partner;Sachsen-Anhalt;39397;Gršningen;Goethepromenade
940;Wolpert Schulungszentrum - inlingua Sprachschule Halle GmbH;Sachsen-Anhalt;6108;Halle;Marktplatz
941;Wolpert Schulungszentrum - inlingua Sprachschule Halle GmbH;Sachsen-Anhalt;6842;Dessau-Ro§lau;Franzstr.
10873;Akademie †berlingen Verwaltungs-GmbH;Sachsen-Anhalt;38855;Wernigerode;Ilsenburger Str.
20840;Sprachschule 2000 GmbH;Sachsen-Anhalt;6295;Eisleben;KUstergasse
21078;ePlan consult GmbH;Sachsen-Anhalt;39124;Magdeburg;Mittagstra§e
9504;Arbeiterwohlfahrt Landesverband Schleswig-Holstein e. V.;Schleswig-Holstein;24109;Kiel;Sibeliusweg
604;Berlitz Deutschland GmbH;Schleswig-Holstein;24937;Flensburg;Holm
610;Berlitz Deutschland GmbH;Schleswig-Holstein;24103;Kiel;Alter Markt
678;Berlitz Deutschland GmbH;Schleswig-Holstein;23552;LUbeck;Wahmstra§e
625;Berufsfortbildungswerk GmbH (bfw);Schleswig-Holstein;24143;Kiel;Schwedendamm
627;DAA Deutsche Angestellten-Akademie GmbH;Schleswig-Holstein;24103;Kiel;HolstenbrUcke
628;DAA Deutsche Angestellten-Akademie GmbH;Schleswig-Holstein;24941;Flensburg;Lilienthalstra§e
632;DAA Deutsche Angestellten-Akademie GmbH;Schleswig-Holstein;24768;Rendsburg;Eckernfšrder Stra§e
633;DAA Deutsche Angestellten-Akademie GmbH;Schleswig-Holstein;25524;Itzehoe;Feldschmiede
8981;educare Institut GmbH;Schleswig-Holstein;23879;Mšlln;Gudower Weg
11157;EuBiA GmbH;Schleswig-Holstein;23552;LUbeck;Breite Str.
9563;Fšrde VHS Volkshochschule der Landeshauptstadt Kiel;Schleswig-Holstein;24103;Kiel;Muhliusstr.
667;Grone-Bildungszentren Schleswig-Holstein GmbH -gemeinnUtzig-;Schleswig-Holstein;23560;LUbeck;Am Flugplatz
609;Inlingua Sprachcenter Kiel;Schleswig-Holstein;24103;Kiel;Alter Markt
677;inlingua Sprachcenter und †bersetzungsbUro LUbeck - Dr. Bednarski Sprachen GmbH;Schleswig-Holstein;23568;LUbeck;Heiligen-Geist-Kamp
11057;isfa interkulturelle schule fortbildung und ausbildung  gGmbH;Schleswig-Holstein;24768;Rendsburg;Am Holstentor
11077;isfa interkulturelle schule fortbildung und ausbildung gGmbH;Schleswig-Holstein;24103;Kiel;Lange Reihe
645;Kiek In! Anstalt des šffentlichen Rechts Volkshochschule NeumUnster;Schleswig-Holstein;24534;NeumUnster;Gartenstra§e
11597;Ludwig Fresenius Schulen GmbH;Schleswig-Holstein;22926;Ahrensburg;Kornkamp
10193;Stadt Flensburg Volkshochschule;Schleswig-Holstein;24937;Flensburg;SUderhofenden
9964;Stadt Norderstedt - Volkshochschule Norderstedt;Schleswig-Holstein;22846;Norderstedt;Rathausallee
802;TUrkische Gemeinde in Schleswig-Holstein e. V.;Schleswig-Holstein;24143;Kiel;Elisabethstra§e
10204;VHS Kaltenkirchen-SUdholstein GmbH;Schleswig-Holstein;24568;Kaltenkirchen;Bahnhofstra§e 
9984;VHS LUbeck;Schleswig-Holstein;23564;LUbeck;Falkenplatz
644;VHS Rendsburger Ring e. V.;Schleswig-Holstein;24768;Rendsburg;Arsenalstra§e
8983;Volkshochschule  der Stadt Ahrensburg;Schleswig-Holstein;22926;Ahrensburg;Bahnhofstra§e
8984;Volkshochschule Bad Oldesloe;Schleswig-Holstein;23843;Bad Oldesloe;Beer-Yaacov-Weg
10125;Volkshochschule BrunsbUttel e.V.;Schleswig-Holstein;25541;BrunsbUttel;Max-Planck-Stra§e
10008;Volkshochschule der Stadt Elmshorn;Schleswig-Holstein;25335;Elmshorn;Bismarckstra§e
10185;Volkshochschule der Stadt Heide;Schleswig-Holstein;25746;Heide;Markt
9983;Volkshochschule der Stadt Pinneberg e.V.;Schleswig-Holstein;25421;Pinneberg;Am Rathaus
10149;Volkshochschule der Stadt Schleswig;Schleswig-Holstein;24837;Schleswig;Kšnigstra§e
756;Volkshochschule der Stadt Wedel (Holst.);Schleswig-Holstein;22880;Wedel;ABC-Stra§e
9263;Volkshochschule Geesthacht gemeinnUtzige GmbH;Schleswig-Holstein;21502;Geesthacht;Buntenskamp
755;Volkshochschule Halstenbek gGmbH;Schleswig-Holstein;25469;Halstenbek;Schulstra§e
10207;Volkshochschule Husum e.V.;Schleswig-Holstein;25813;Husum;SchobUller Stra§e
10195;Volkshochschule Itzehoe e.V.;Schleswig-Holstein;25524;Itzehoe;Georg-Lšck-Stra§e
10011;Volkshochschule Oldenburg in der KulTour Oldenburg in Holstein GmbH;Schleswig-Holstein;23758;Oldenburg in Holstein;Gšhler Str.
10189;Volkshochschulen in Dithmarschen e.V.;Schleswig-Holstein;25704;Meldorf;SUderstra§e
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;24106;Kiel;Hans-Detlev-Prien-Stra§e
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;24534;NeumUnster;Brachenfelder Stra§e
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;24937;Flensburg;Heinrichstra§e
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;25813;Husum;Flensburger Chaussee
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;23566;LUbeck;Guerickestra§e
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;25524;Itzehoe;Langer Peter
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;25337;Elmshorn;Ramskamp
642;Wirtschaftsakademie Schleswig-Holstein GmbH;Schleswig-Holstein;22846;Norderstedt;Heidbergstra§e
10184;Zentrale Bildungs- und Beratungsstelle fUr MigrantInnen e.V.;Schleswig-Holstein;24114;Kiel;Sophienblatt
10154;Zweckverband Volkshochschule Tornesch-Uetersen;Schleswig-Holstein;25436;Tornesch;Tornescher Hof
757;Diakonieverein Migration - Beratung fUr AuslŠnder, FlUchtlinge und Aussiedler e. V.;Schleswig-Holstein;25421;Pinneberg;Bahnhofstra§e
10186;Volkshochschule Bad Segeberg e.V.;Schleswig-Holstein;23795;Bad Segeberg;LUbecker Stra§e
21120;AWO Landesverband Schleswig-Holstein e.V.;Schleswig-Holstein;21465;Reinbek;Scholtzstra§e 
21070;VHS - Volkshochschule Henstedt-Ulzburg e.V.;Schleswig-Holstein;24558;Henstedt-Ulzburg;Hamburger Stra§e 
3399;AWT Akademie fUr Wirtschaft und Technologie GmbH;ThUringen;7973;Greiz;August-Bebel-Stra§e
1417;CSC Computer-Schulung & Consulting GmbH;ThUringen;99706;Sondershausen;Erfurter Stra§e
2200;Euro-Schulen West-ThUringen GmbH;ThUringen;4600;Altenburg;MUnsaer Stra§e
2202;Euro-Schulen West-ThUringen GmbH;ThUringen;99084;Erfurt;Juri-Gagarin-Ring
1913;Evangelischer Kirchenkreis Erfurt;ThUringen;99084;Erfurt;Wenigemarkt
2099;FIB Team fUr Fortbildung, Information und Beratung GmbH;ThUringen;99734;Nordhausen;Herreder Stra§e
9925;"Geraer Volkshochschule ""Aenne Biermann""";ThUringen;7545;Gera;Talstra§e
3361;Grone Bildungszentren ThUringen gGmbH;ThUringen;99867;Gotha;Mo§lerstra§e
3360;Grone Bildungszentren ThUringen gGmbH;ThUringen;99427;Weimar;Otto-Schott-Stra§e
1416;IFBW e.V.;ThUringen;98574;Schmalkalden;Rštweg
1873;Institut fUr Bildung und Integration;ThUringen;7745;Jena;Hermann-Pistor-Stra§e
1979;Institut fUr Interkulturelle Kommunikation;ThUringen;7743;Jena;Am Anger 
1517;Institut fUr Interkulturelle Kommunikation e.V.;ThUringen;99084;Erfurt;Anger
3180;Interkulturelles Zentrum fUr Bildung und Kommunikation gGmbH;ThUringen;99425;Weimar;Paul-Schneider-Stra§e
4480;Internationaler Bund - IB Miitte gGmbH;ThUringen;7745;Jena;Am Herrenberg
2980;IWM GmbH;ThUringen;99086;Erfurt;Hugo-John-Stra§e
10836;Kreisvolkshochschule Gotha;ThUringen;99867;Gotha;18.-MŠrz-Stra§e
10859;Kreisvolkshochschule Joseph Meyer Hildburghausen;ThUringen;98646;Hildburghausen;Obere Marktstra§e
1516;Kreisvolkshochschule Nordhausen;ThUringen;99734;Nordhausen;Grimmelallee
2939;Kreisvolkshochschule Weimarer Land;ThUringen;99510;Apolda;Ackerwand
1939;Makotech GmbH;ThUringen;99084;Erfurt;Juri Gagarin Ring
3119;Nestor Bildungsinstitut GmbH;ThUringen;99610;Sšmmerda;Bahnhofstra§e
2959;Sprache und Bildung Hessen und ThUringen GmbH;ThUringen;99867;Gotha;Schlegelstra§e
1839;TIBOR Gesellschaft fUr Bildung, Beratung und Vermittlung mbH;ThUringen;99099;Erfurt;Sorbenweg
2580;T†V Rheinland Akademie GmbH;ThUringen;7551;Gera;An der Silbergrube
9773;Volkshochschule Altenburger Land;ThUringen;4600;Altenburg;Hospitalplatz
1818;Volkshochschule Arnstadt-Ilmenau;ThUringen;98693;Ilmenau;Bahnhofstra§e
10898;Volkshochschule des Landkreises Sonneberg;ThUringen;96515;Sonneberg;Coburger Stra§e
1223;Volkshochschule Eduard Weitsch des LK Schmalkalden-Meiningen;ThUringen;98617;Meiningen;Klostergasse
1256;Volkshochschule Erfurt;ThUringen;99084;Erfurt;Schottenstra§e
10832;Volkshochschule Saale-Orla-Kreis;ThUringen;7381;Pš§neck;Wohlfarthstra§e
1222;Volkshochschule Unstrut-Hainich-Kreis;ThUringen;99974;MUhlhausen;Mei§nersgasse
9603;Volkshochschule Wartburgkreis;ThUringen;99817;Eisenach;Schmelzerstra§e
1880;Volkshochschule Weimar;ThUringen;99423;Weimar;Graben
10868;WBM-werkstatt bildung & medien gmbh;ThUringen;96515;Sonneberg;Juttastra§e
20141;Bildungswerk der ThUringer Wirtschaft e.V.;ThUringen;7318;Saalfeld;Kulmstra§e
1870;SBH SUdost GmbH;ThUringen;36433;Bad Salzungen;Lindigallee
21116;Mitteldeutsches Institut fUr Qualifikation und berufliche Rehabilitation - MIQR GmbH;ThUringen;99092;Erfurt;Barbarossahof
21023;Erfurter Zentrum fUr Sprachen und Integration;ThUringen;99084;Erfurt;Anger
1357;Berlitz Deutschland GmbH;ThUringen;99084;Erfurt;Schlšsserstra§e
